Date,Open,High,Low,Close,Adj Close,Volume
2020-12-22,107.070000,107.209999,95.599998,100.559998,100.559998,5021000
2020-12-23,97.120003,100.500000,95.000000,100.059998,100.059998,3414000
2020-12-24,98.500000,99.889999,96.639999,96.959999,96.959999,1039100
2020-12-28,95.000000,95.400002,87.070000,88.110001,88.110001,4698900
2020-12-29,84.449997,89.389999,83.852997,88.279999,88.279999,3300400
2020-12-30,90.000000,90.889999,83.027000,83.940002,83.940002,2941100
2020-12-31,83.379997,85.500000,80.550003,81.519997,81.519997,2607100
2021-01-04,85.450996,88.129997,83.000000,85.730003,85.730003,3138000
2021-01-05,87.949997,88.980003,84.889999,86.779999,86.779999,1970900
2021-01-06,86.754997,91.489998,86.250000,91.160004,91.160004,3070800
2021-01-07,94.000000,94.790001,91.010002,93.690002,93.690002,2980500
2021-01-08,98.099998,101.199997,97.000000,100.389999,100.389999,3988400
2021-01-11,102.839996,109.400002,102.099998,108.900002,108.900002,4772800
2021-01-12,104.970001,107.678001,101.010002,105.449997,105.449997,3550800
2021-01-13,103.480003,106.000000,102.040001,102.610001,102.610001,1816000
2021-01-14,102.790001,106.500000,102.260002,105.849998,105.849998,1910200
2021-01-15,104.250000,104.989998,97.250000,101.589996,101.589996,3151600
2021-01-19,101.260002,105.440002,100.199997,104.699997,104.699997,2018200
2021-01-20,104.410004,105.500000,102.330002,103.230003,103.230003,1615700
2021-01-21,104.000000,107.300003,103.199997,105.430000,105.430000,2256300
2021-01-22,104.500000,108.480003,104.315002,108.440002,108.440002,1696300
2021-01-25,108.000000,110.980003,105.139999,110.610001,110.610001,2882600
2021-01-26,110.279999,112.832001,105.489998,106.290001,106.290001,3863900
2021-01-27,105.150002,110.863998,103.019997,105.970001,105.970001,2139600
2021-01-28,107.662003,111.239998,106.599998,110.000000,110.000000,2296600
2021-01-29,114.940002,118.169998,111.400002,116.940002,116.940002,6622800
2021-02-01,117.849998,119.540001,113.489998,116.099998,116.099998,2898200
2021-02-02,115.000000,115.879997,110.559998,114.760002,114.760002,1906700
2021-02-03,114.209999,119.250000,113.709999,118.019997,118.019997,2426900
2021-02-04,117.900002,120.088997,116.989998,117.559998,117.559998,1441700
2021-02-05,117.430000,119.209999,116.559998,117.570000,117.570000,876800
2021-02-08,117.610001,120.989998,117.599998,119.500000,119.500000,1922900
2021-02-09,119.970001,119.980003,117.120003,117.529999,117.529999,1099200
2021-02-10,119.055000,120.330002,117.099998,119.349998,119.349998,1397500
2021-02-11,119.000000,119.930000,115.419998,118.029999,118.029999,1352800
2021-02-12,118.489998,118.800003,115.849998,117.559998,117.559998,1028600
2021-02-16,117.000000,117.820000,112.550003,114.379997,114.379997,1517500
2021-02-17,113.110001,113.989998,108.120003,113.559998,113.559998,1331900
2021-02-18,108.000000,113.610001,107.360001,112.650002,112.650002,1604800
2021-02-19,113.099998,116.879997,113.019997,115.690002,115.690002,1381500
2021-02-22,117.449997,119.800003,114.029999,114.599998,114.599998,1578000
2021-02-23,110.779999,112.226997,106.199997,111.970001,111.970001,2088700
2021-02-24,110.510002,114.580002,109.230003,114.169998,114.169998,1405100
2021-02-25,114.870003,117.349998,111.180000,112.330002,112.330002,1129800
2021-02-26,113.900002,114.980003,109.029999,109.029999,109.029999,1028600
2021-03-01,110.000000,111.449997,108.059998,110.209999,110.209999,885200
2021-03-02,109.860001,109.860001,104.239998,104.980003,104.980003,1093400
2021-03-03,104.830002,105.000000,97.250000,97.250000,97.250000,2142800
2021-03-04,97.400002,100.905998,92.510002,95.150002,95.150002,2335100
2021-03-05,95.680000,96.839996,91.220001,96.199997,96.199997,1693600
2021-03-08,94.830002,95.699997,90.290001,90.290001,90.290001,1521400
2021-03-09,94.110001,97.930000,93.570000,96.480003,96.480003,1315900
2021-03-10,100.787003,101.989998,97.080002,98.019997,98.019997,1376800
2021-03-11,100.500000,103.000000,100.239998,102.599998,102.599998,1062000
2021-03-12,99.339996,103.279999,99.010002,103.279999,103.279999,788600
2021-03-15,103.989998,108.150002,102.042000,107.879997,107.879997,1365500
2021-03-16,109.258003,110.980003,104.699997,108.099998,108.099998,1377300
2021-03-17,105.739998,107.800003,102.800003,106.660004,106.660004,920700
2021-03-18,104.389999,104.910004,103.029999,103.650002,103.650002,700800
2021-03-19,104.500000,107.800003,102.820000,107.589996,107.589996,1145600
2021-03-22,106.629997,108.699997,106.320000,107.000000,107.000000,631800
2021-03-23,107.330002,107.349998,100.110001,100.110001,100.110001,1210400
2021-03-24,100.239998,101.480003,93.389999,94.050003,94.050003,2204100
2021-03-25,94.099998,97.449997,92.931000,95.129997,95.129997,1299400
2021-03-26,97.500000,97.540001,93.820000,95.760002,95.760002,910400
2021-03-29,97.540001,98.870003,93.760002,95.910004,95.910004,1066200
2021-03-30,99.800003,106.475998,98.599998,104.440002,104.440002,3464000
2021-03-31,109.467003,111.000000,107.099998,109.190002,109.190002,2178900
2021-04-01,110.510002,114.080002,110.500000,113.870003,113.870003,2020700
2021-04-05,114.010002,115.870003,110.000000,115.370003,115.370003,1385300
2021-04-06,115.690002,117.750000,114.168999,117.150002,117.150002,1523000
2021-04-07,115.760002,116.250000,112.220001,113.320000,113.320000,1151000
2021-04-08,113.269997,116.300003,112.500000,114.489998,114.489998,1001500
2021-04-09,114.949997,123.500000,114.720001,122.139999,122.139999,4192600
2021-04-12,120.550003,122.250000,118.290001,121.519997,121.519997,1620200
2021-04-13,125.000000,130.809998,124.769997,129.639999,129.639999,4187500
2021-04-14,130.800003,132.600006,129.210007,132.600006,132.600006,3349400
2021-04-15,130.000000,140.789993,128.160004,140.720001,140.720001,3705500
2021-04-16,141.490005,152.320007,141.490005,151.539993,151.539993,4624300
2021-04-19,146.970001,156.809998,146.789993,149.479996,149.479996,3426400
2021-04-20,145.470001,157.300003,140.809998,156.179993,156.179993,3219500
2021-04-21,154.839996,162.070007,152.119995,161.800003,161.800003,2416900
2021-04-22,164.990005,176.000000,164.800003,168.949997,168.949997,4728100
2021-04-23,174.337006,177.649994,171.020004,173.000000,173.000000,3102300
2021-04-26,167.791000,174.770004,161.539993,174.649994,174.649994,3087500
2021-04-27,173.369995,175.880005,169.264008,172.839996,172.839996,2061900
2021-04-28,171.979996,177.190002,169.300003,175.770004,175.770004,1507200
2021-04-29,180.580002,184.729996,177.250000,179.649994,179.649994,2072700
2021-04-30,183.300003,193.850006,180.679993,188.279999,188.279999,3505800
2021-05-03,202.250000,211.649994,196.000000,208.899994,208.899994,5707900
2021-05-04,212.500000,213.149994,169.300003,176.880005,176.880005,12101100
2021-05-05,185.410004,196.076004,161.220001,170.770004,170.770004,9146800
2021-05-06,146.059998,171.889999,145.000000,168.000000,168.000000,9970500
2021-05-07,183.341003,185.830002,175.399994,183.710007,183.710007,4463100
2021-05-10,200.800003,202.949997,184.559998,202.350006,202.350006,7286900
2021-05-11,186.610001,202.500000,185.000000,198.020004,198.020004,4662600
2021-05-12,196.649994,198.188995,185.660004,186.130005,186.130005,3200900
2021-05-13,188.328995,189.949997,172.720001,180.789993,180.789993,3054100
2021-05-14,183.490005,194.770004,181.559998,192.770004,192.770004,2980600
2021-05-17,192.740005,200.600006,191.779999,198.300003,198.300003,2024500
2021-05-18,195.490005,197.449997,190.250000,194.500000,194.500000,1839100
2021-05-19,190.000000,199.240005,186.720001,199.080002,199.080002,1838100
2021-05-20,199.169998,209.020004,198.300003,203.710007,203.710007,3272900
2021-05-21,204.130005,205.190002,195.429993,195.690002,195.690002,1525900
2021-05-24,197.509995,199.988007,193.279999,194.889999,194.889999,1222000
2021-05-25,194.460007,200.139999,193.699997,197.500000,197.500000,1444900
2021-05-26,197.600006,203.500000,197.507004,202.369995,202.369995,1545300
2021-05-27,199.050003,203.494995,196.179993,197.699997,197.699997,1324700
2021-05-28,199.110001,208.600006,199.100006,204.000000,204.000000,2283100
2021-06-01,204.570007,209.800003,204.479996,206.139999,206.139999,1661900
2021-06-02,206.259995,219.940002,205.199997,219.399994,219.399994,2823300
2021-06-03,218.300003,221.000000,213.399994,215.309998,215.309998,1527700
2021-06-04,218.619995,235.000000,217.000000,233.289993,233.289993,3226800
2021-06-07,238.559998,252.779999,237.500000,238.149994,238.149994,4361700
2021-06-08,238.789993,240.604004,211.259995,220.449997,220.449997,4125100
2021-06-09,225.020004,246.679993,222.800003,241.490005,241.490005,3627300
2021-06-10,240.000000,247.660004,231.050003,239.820007,239.820007,2853300
2021-06-11,238.966003,239.779999,233.610001,238.550003,238.550003,1123100
2021-06-14,240.550003,240.919998,212.399994,220.580002,220.580002,4425200
2021-06-15,224.139999,224.339005,213.119995,218.169998,218.169998,2041100
2021-06-16,211.500000,214.970001,199.500000,203.850006,203.850006,3931600
2021-06-17,209.899994,216.300003,208.559998,214.199997,214.199997,2107700
2021-06-18,211.910004,217.100006,211.520004,212.419998,212.419998,2256100
2021-06-21,217.061996,226.679993,214.770004,226.089996,226.089996,1849800
2021-06-22,228.253998,236.552002,227.800003,236.490005,236.490005,2032700
2021-06-23,233.880005,238.000000,219.699997,229.500000,229.500000,2707800
2021-06-24,231.100006,232.970001,225.809998,227.789993,227.789993,1553200
2021-06-25,228.500000,231.899994,225.630005,230.020004,230.020004,1175000
2021-06-28,230.559998,233.740005,222.750000,228.440002,228.440002,1508700
2021-06-29,226.300003,231.970001,223.009995,228.059998,228.059998,1669900
2021-06-30,228.000000,230.990005,221.270004,223.880005,223.880005,1763900
2021-07-01,224.500000,227.380005,220.102997,224.000000,224.000000,943600
2021-07-02,224.889999,227.000000,218.130005,224.000000,224.000000,967600
2021-07-06,213.425003,216.429993,209.149994,213.500000,213.500000,2051000
2021-07-07,211.500000,211.600006,203.000000,205.929993,205.929993,1427300
2021-07-08,195.669998,208.740997,194.039993,207.929993,207.929993,2013200
2021-07-09,216.240005,217.600006,208.500000,217.399994,217.399994,2065300
2021-07-12,217.373001,220.360001,214.505005,215.690002,215.690002,1092000
2021-07-13,214.429993,214.429993,206.800003,207.839996,207.839996,1794600
2021-07-14,207.929993,214.899994,204.679993,212.000000,212.000000,1526000
2021-07-15,212.869995,222.179001,212.080002,221.080002,221.080002,2889300
2021-07-16,225.080002,233.240005,222.350006,231.470001,231.470001,5050000
2021-07-19,228.000000,247.309998,226.410004,242.639999,242.639999,5147300
2021-07-20,240.929993,252.559998,232.839996,245.169998,245.169998,6604900
2021-07-21,244.949997,261.769989,242.070007,259.609985,259.609985,5335300
2021-07-22,269.559998,283.920013,264.600006,280.980011,280.980011,5589800
2021-07-23,287.032990,292.334991,267.029999,281.959991,281.959991,4456600
2021-07-26,289.500000,297.730011,276.679993,286.260010,286.260010,4025300
2021-07-27,293.000000,296.459991,272.183014,284.000000,284.000000,4318800
2021-07-28,289.000000,315.160004,282.500000,313.450012,313.450012,4880600
2021-07-29,327.792999,328.700012,303.459991,312.589996,312.589996,4094200
2021-07-30,315.010010,331.000000,308.239990,328.350006,328.350006,4025200
2021-08-02,345.260010,353.640015,333.179993,340.209991,340.209991,5016300
2021-08-03,341.010010,354.079987,336.799988,351.809998,351.809998,4139900
2021-08-04,361.000000,433.899994,353.790009,414.440002,414.440002,13700500
2021-08-05,406.500000,418.309998,375.100006,404.920013,404.920013,7334000
2021-08-06,396.000000,403.149994,368.109985,389.010010,389.010010,5688400
2021-08-09,408.230011,459.880005,403.549988,451.429993,451.429993,11075410
